也許, 1667
正式, 1658
臉, 1658
感到, 1656
願意, 1653
遠, 1652
眼, 1652
來自, 1647
基礎, 1640
宗教, 1638
她們, 1634
實施, 1633
談, 1632
軟體, 1629
國小, 1628
演出, 1628
機構, 1626
變化, 1625
小孩, 1625
因素, 1611
維持, 1611
認識, 1610
常常, 1610
總是, 1607
怕, 1607
國民黨, 1605
長期, 1603
幫助, 1602
心理, 1602
專家, 1600
行政, 1591
快樂, 1591
反而, 1591
份, 1590
持續, 1586
教師, 1586
度, 1584
設備, 1583
警方, 1577
方向, 1576
小說, 1576
哪, 1575
隨著, 1574
減少, 1572
力量, 1567
前往, 1567
指, 1566
左右, 1560
限制, 1560
意識, 1558
電子, 1558
價格, 1557
剛, 1555
醫師, 1554
仍然, 1550
思考, 1550
重視, 1549
共, 1547
以來, 1545
加入, 1544
附近, 1544
有些, 1541
門, 1540
記者, 1539
當地, 1535
競爭, 1531
經常, 1530
期間, 1529
人物, 1526
擔任, 1523
大量, 1520
反應, 1520
領域, 1519
小組, 1518
簡單, 1516
別, 1516
明顯, 1514
取得, 1514
笑, 1514
對象, 1512
越, 1506
交通, 1500
觀察, 1500
一下, 1498
主任, 1497
數, 1497
嗯, 1497
愈, 1495
滿, 1494
充滿, 1487
社區, 1487
總, 1485
以為, 1484
結合, 1484
結束, 1480
往往, 1479
代, 1478
鼓勵, 1475
困難, 1475
經費, 1474
更多, 1468
中華, 1466
找到, 1465
晚上, 1464
員工, 1462
思想, 1460
畫, 1460
校園, 1459
安排, 1458
行政院, 1458
特殊, 1455
有效, 1454
聲, 1452
須, 1451
理論, 1450
節目, 1449
年輕, 1447
必要, 1445
進一步, 1444
兒童, 1444
回到, 1443
通常, 1442
形式, 1439
玩, 1438
醫療, 1434
北京, 1432
原則, 1429
雙方, 1426
消費者, 1423
現場, 1422
美麗, 1419
興趣, 1418
從事, 1417
願, 1414
亞洲, 1413
兩岸, 1413
城市, 1413
否則, 1411
運用, 1410
特色, 1405
控制, 1405
為主, 1403
群, 1402
責任, 1397
公共, 1396
至少, 1396
離開, 1396
表達, 1391
理想, 1390
時期, 1388
歡迎, 1387
廣告, 1385
或許, 1379
教, 1378
山, 1376
民族, 1375
習慣, 1373
製作, 1369
呈現, 1369
正在, 1367
金融, 1366
工業, 1365
送, 1363
整體, 1362
官員, 1360
協會, 1359
回來, 1357
對方, 1354
反, 1354
範圍, 1353
大眾, 1350
肯定, 1348
類似, 1345
旁, 1342
台大, 1341
永遠, 1341
供, 1339
缺乏, 1338
實驗, 1337
彼此, 1336
家長, 1335
在於, 1333
提高, 1332
業務, 1331
等等, 1328
初, 1327
到底, 1326
女兒, 1326
表演, 1326
眼睛, 1325
擔心, 1323
校長, 1322
獨立, 1319
發揮, 1318
不足, 1317
歐洲, 1316
強, 1314
發表, 1311
英國, 1310
唯一, 1310
而已, 1307
學術, 1305
感情, 1303
突然, 1303
稱, 1302
絕對, 1302
西方, 1301
有時, 1300
解釋, 1300
加強, 1295
死亡, 1294
兒子, 1294
民進黨, 1291
首先, 1290
研究所, 1289
面, 1286
改革, 1286
不論, 1283
心情, 1283
介紹, 1283
股, 1279
遭, 1278
豐富, 1274
展開, 1274
而言, 1274
機關, 1271
遊戲, 1271
帶來, 1270
照顧, 1270
詩, 1269
分鐘, 1269
病人, 1267
層, 1266
高雄, 1266
導致, 1265
平均, 1264
老人, 1264
竟, 1264
流行, 1260
原, 1259
製造, 1259
委員, 1259
上午, 1256
中國人, 1255
選舉, 1255
加以, 1253
明年, 1252
追求, 1250
不管, 1250
故, 1250
動作, 1250
措施, 1250
深, 1249
聽到, 1249
省, 1247
喔, 1247
民主, 1245
現實, 1245
幫, 1240
集團, 1240
之下, 1238
國外, 1233
畢業, 1232
戰爭, 1230
地位, 1229
情緒, 1228
裡面, 1226
反對, 1225
牠, 1225
成績, 1222
何, 1221
工具, 1220
看看, 1220
成本, 1218
人口, 1217
適合, 1217
智慧, 1216
吸引, 1214
面臨, 1214
同意, 1212
系列, 1211
頗, 1211
作用, 1209
篇, 1209
期, 1205
觀眾, 1205
立委, 1205
關心, 1204
國中, 1204
案, 1201
人才, 1197
主題, 1197
支, 1196
法律, 1195
確實, 1194
男性, 1193
重, 1189
如今, 1189
採取, 1188
穿, 1186
辦理, 1185
算, 1184
九, 1183
活, 1182
公尺, 1181
正常, 1178
評估, 1178
回家, 1177
４, 1175
二十, 1174
方案, 1174
文字, 1173
組, 1172
不必, 1172
調整, 1168
利益, 1165
尚, 1163
相同, 1160
既, 1158
檢查, 1158
想要, 1158
危機, 1157
模式, 1155
旅遊, 1155
創造, 1152
看見, 1152
正確, 1151
例, 1146
學院, 1146
之中, 1144
嘛, 1143
光, 1142
投入, 1141
保持, 1139
採用, 1139
難以, 1138
屬, 1137
擴大, 1137
黨, 1137
全部, 1136
不錯, 1136
符合, 1135
因而, 1134
邀請, 1132
風格, 1131
高中, 1129
讀, 1129
以下, 1128
看法, 1126
海, 1125
爭取, 1125
屆, 1124
日前, 1124
策略, 1122
白, 1122
重點, 1120
讀者, 1120
直到, 1119
失去, 1117
男, 1116
尊重, 1112
基金會, 1110
賣, 1107
季, 1106
法國, 1104
大概, 1104
確定, 1102
步, 1101
當年, 1101
進, 1100
生態, 1100
立即, 1098
角度, 1098
今, 1098
觀點, 1097
想像, 1097
居民, 1097
尚未, 1095
族群, 1093
一旦, 1092
出版, 1091
掌握, 1088
它們, 1088
的確, 1087
即將, 1087
食物, 1086
聯盟, 1086
公開, 1085
加, 1084
氣, 1082
比例, 1080
生物, 1079
部門, 1077
最好, 1075
在一起, 1073
欣賞, 1073
小姐, 1072
當中, 1070
參考, 1068
社團, 1068
重大, 1063
破壞, 1062
太太, 1062
汽車, 1060
人數, 1054
只好, 1054
組成, 1053
統一, 1051
印象, 1051
立場, 1050
人家, 1049
提, 1047
醫學, 1047
考試, 1047
記得, 1045
文, 1045
回答, 1044
高興, 1044
接觸, 1043
強烈, 1043
佔, 1041
森林, 1041
十二, 1041
博物館, 1040
求, 1040
將來, 1039
想到, 1038
統計, 1037
下來, 1036
筆, 1034
心靈, 1034
普遍, 1033
規模, 1033
太多, 1033
信, 1032
替, 1030
基金, 1029
日子, 1029
做為, 1027
享受, 1027
內部, 1026
具體, 1022
視為, 1022
差, 1022
青少年, 1022
消息, 1021
信仰, 1021
倒, 1021
滿足, 1020
那裡, 1020
週, 1019
記憶, 1019
降低, 1017
客戶, 1017
完整, 1016
商業, 1016
三十, 1015
證明, 1015
舊, 1013
理由, 1011
權利, 1011
結婚, 1011
茶, 1010
少年, 1010
上海, 1009
傷害, 1008
召開, 1006
今日, 1006
複雜, 1004
採, 1004
股市, 1004
瞭解, 1003
主張, 1003
批, 1003
差異, 1001
大型, 999
本來, 999
待, 998
倍, 998
顆, 998
婚姻, 998
方, 996
位於, 996
輔導, 996
慢慢, 996
院, 995
權力, 995
謝謝, 994
有點, 993
挑戰, 991
班, 991
５, 988
成果, 986
速度, 986
快速, 984
道路, 984
樣, 984
究竟, 983
紀錄, 983
雜誌, 983
順利, 982
疾病, 981
儘管, 981
遊客, 981
近年, 980
預算, 980
說法, 980
給予, 978
留下, 977
好好, 975
新加坡, 974
主動, 974
東尼, 974
說話, 972
換, 972
方便, 970
上述, 968
費用, 966
勞工, 966
局, 965
家人, 965
理念, 964
九月, 963
購買, 963
整合, 962
立刻, 961
水準, 959
痛苦, 959
樹, 959
公里, 959
距離, 958
紅, 957
再度, 954
道德, 953
酒, 952
資金, 952
高達, 952
青年, 951
達成, 951
腳, 951
趨勢, 950
女孩, 950
地點, 949
最佳, 949
七月, 948
無論, 948
室, 948
自行, 948
項目, 947
醫生, 945
魚, 945
成員, 944
下去, 943
考量, 943
不可能, 942
商品, 940
動, 940
互相, 939
欲, 939
圖, 939
形象, 938
係, 937
第四, 937
選, 934
堅持, 933
為何, 932
提升, 931
按, 931
關於, 930
全面, 929
貿易, 928
顯然, 928
赴, 924
背景, 922
即可, 922
至今, 920
進步, 919
中華民國, 918
觀光, 915
運作, 912
這時, 912
女子, 910
懂, 909
有限, 908
藉, 908
房子, 908
環保, 907
必, 907
穩定, 907
設立, 906
男女, 906
生存, 905
德國, 905
推廣, 905
合理, 904
早已, 904
來到, 903
拍, 903
感受, 902
消費, 901
氣氛, 900
訊息, 900
課, 899
狀態, 898
夢, 897
真是, 897
期待, 896
李, 895
參觀, 895
作家, 895
修正, 895
概念, 894
想法, 891
八月, 891
銷售, 890
有所, 889
衝突, 888
區域, 888
訪問, 887
獲, 885
照片, 885
保存, 884
辦, 884
百, 883
地震, 883
英語, 882
意思, 882
十五, 881
接著, 880
選手, 880
上課, 879
交流, 879
保障, 878
深入, 876
馬上, 876
六月, 876
新竹, 875
少數, 875
佛教, 875
整個, 875
明白, 874
級, 873
負擔, 872
夜, 870
預計, 870
高度, 869
五月, 868
多數, 868
子女, 867
聯合, 867
英文, 866
某些, 864
依據, 864
越來越, 864
維護, 863
博士, 862
大約, 862
校方, 862
紛紛, 862
番, 861
三月, 860
充分, 860
跑, 860
真實, 859
專案, 859
圖書館, 858
放棄, 858
答案, 857
一方面, 856
太陽, 856
相, 855
軍事, 851
進口, 851
支援, 850
見到, 850
十月, 850
那樣, 850
設施, 849
竟然, 849
研發, 848
計算, 847
以往, 847
世紀, 845
作者, 845
四十, 844
畫面, 843
交易, 843
關鍵, 841
培養, 840
愛情, 840
扮演, 839
色彩, 839
提到, 838
信心, 837
國人, 837
物質, 836
消失, 835
乃, 835
中文, 834
細胞, 834
風, 834
五十, 833
此時, 832
理性, 830
定, 829
良好, 829
望, 829
文章, 828
不久, 827
稱為, 827
名字, 826
陸續, 825
認同, 825
工廠, 825
大幅, 824
適當, 824
大部分, 822
部落, 822
大樓, 821
視, 821
伊拉克, 820
院長, 819
植物, 817
成就, 816
學會, 815
愈來愈, 815
發, 815
根, 815
興建, 814
懷疑, 810
這樣子, 808
位置, 807
例子, 807
衣服, 807
攝影, 805
人力, 804
樣子, 804
經由, 803
程式, 802
哦, 802
基於, 801
意外, 801
引發, 800
地球, 799
電信, 798
董事長, 798
承認, 798
有時候, 796
相互, 794
障礙, 793
發行, 792
數量, 791
連續, 789
怎麼樣, 788
特性, 788
人權, 788
危險, 787
學期, 787
恐怕, 786
遇到, 786
突破, 785
一百, 785
體系, 784
空氣, 783
接近, 783
蘇聯, 782
戲, 782
來源, 781
因應, 781
丈夫, 781
任, 780
隨時, 780
恢復, 779
領導, 778
患者, 778
錯, 777
一生, 777
彷彿, 777
黑, 776
手術, 775
隊, 774
職業, 774
既然, 773
休閒, 773
尋找, 772
不得, 772
規範, 772
波, 772
隨, 772
陳, 771
批評, 768
男子, 768
入, 768
立法院, 768
公平, 767
材料, 767
女生, 767
小學, 766
藥物, 766
補助, 766
當初, 766
種種, 766
並非, 764
污染, 763
主角, 762
相對, 762
算是, 762
小心, 762
關懷, 760
警察, 759
幸福, 757
上面, 757
苦, 756
刺激, 756
船, 756
國民, 755
唱, 755
出去, 754
反映, 753
設, 751
內心, 751
主辦, 750
辦公室, 749
上市, 749
詞, 748
革命, 747
探討, 746
不如, 746
哲學, 746
顯得, 746
年輕人, 745
操作, 745
看來, 745
老闆, 743
機場, 742
景氣, 742
草案, 741
衝擊, 741
拒絕, 741
更加, 740
縣市, 739
錯誤, 737
心態, 737
記錄, 736
他人, 736
畫家, 736
易, 736
十二月, 735
神, 734
牆, 734
集中, 733
漸漸, 732
著名, 731
宿舍, 731
６, 731
發出, 731
交換, 730
甚, 730
明天, 730
早期, 729
緊張, 729
公路, 729
協調, 728
派, 728
一時, 727
互動, 727
技巧, 725
總經理, 725
有趣, 724
展現, 724
品牌, 724
管道, 723
權益, 723
周, 722
飛機, 721
移民, 721
金額, 720
外國, 719
離, 719
法令, 719
體育, 719
引進, 718
政大, 718
市長, 718
還要, 717
影像, 717
病, 717
仔細, 717
王, 716
描述, 716
迅速, 716
一半, 715
似, 715
導演, 715
台中, 714
廣場, 714
作法, 713
飯店, 713
試, 713
忙, 713
演講, 712
明確, 712
型態, 709
歌, 709
文明, 709
理解, 709
通訊, 708
期望, 708
固定, 708
哪裡, 708
怎樣, 707
效率, 707
跳, 706
貢獻, 705
宇宙, 705
可惜, 704
最多, 704
殺, 704
分為, 703
質疑, 703
四月, 702
畢竟, 702
海外, 702
主持, 701
公分, 701
抗議, 700
一向, 700
數字, 700
感染, 699
奇怪, 699
和平, 699
球員, 699
情感, 698
爭議, 698
念, 698
行銷, 698
晚, 697
共識, 695
號, 695
攻擊, 695
壞, 695
主席, 695
讀書, 693
際, 691
考, 690
股票, 690
用戶, 690
農民, 689
管, 689
大會, 688
報, 688
睡, 688
檢討, 687
兄弟, 687
不只, 687
報紙, 687
垃圾, 686
另一方面, 686
搞, 685
藉由, 684
妻子, 684
毫無, 682
個性, 682
教科書, 682
轉, 681
深刻, 681
人文, 680
設置, 679
數學, 678
尋求, 678
指導, 677
朝, 677
馬, 677
熱, 676
空, 676
條例, 675
議題, 674
林, 674
收, 673
性質, 673
適用, 673
焦點, 673
程序, 673
航空, 673
促進, 672
年齡, 672
困擾, 672
如同, 672
專利, 672
前面, 671
可愛, 670
資格, 670
區, 670
平等, 670
藥, 669
規則, 668
國會, 667
好幾, 666
紐約, 665
依然, 665
命運, 665
公斤, 665
短, 664
大小, 664
辛苦, 663
任務, 662
很少, 662
從來, 662
教室, 661
舞蹈, 661
報名, 658
構成, 658
接, 658
鳥, 658
政黨, 658
譬如, 657
象徵, 657
高速, 657
衛生, 656
一再, 656
打開, 656
狗, 656
福利, 655
盡, 655
表面, 655
長大, 655
經歷, 655
像是, 654
直, 654
面積, 653
滿意, 653
舉, 652
剛剛, 652
等待, 651
答, 651
包含, 651
天下, 650
大多數, 650
必然, 650
判斷, 649
道理, 649
眼前, 649
收入, 649
損失, 649
系, 648
用來, 648
餐廳, 648
神經, 648
同性戀, 648
傳播, 647
實現, 646
透露, 646
得以, 645
成熟, 643
特徵, 643
病毒, 643
不易, 643
一邊, 643
幅, 642
食品, 642
以免, 641
不一定, 641
北, 641
夫妻, 641
提醒, 640
外界, 639
適應, 639
熟悉, 638
二月, 637
星期, 637
平常, 637
分配, 636
威脅, 636
人性, 636
大多, 636
宣傳, 636
國立, 635
免費, 635
管制, 633
漂亮, 633
南, 633
打算, 632
農業, 632
現有, 632
審查, 632
陽光, 632
為止, 631
建築物, 630
閱讀, 630
嘗試, 629
工人, 629
走向, 628
性別, 628
具備, 628
房間, 628
弟弟, 628
其次, 627
經濟部, 627
出發, 626
回去, 626
落實, 625
以外, 625
新台幣, 625
居住, 625
保險, 624
一日, 623
堆, 623
佳, 623
不滿, 623
保留, 622
若是, 622
教會, 622
早上, 621
路線, 620
忘, 620
手法, 619
人事, 619
勝, 619
日常, 618
機車, 618
到處, 618
性格, 618
休息, 618
暴力, 618
預期, 618
案件, 618
忽然, 618
１０, 617
市民, 617
估計, 617
牠們, 617
實, 616
捷運, 616
累積, 615
景觀, 614
哭, 614
營運, 614
資料庫, 613
雨, 613
男生, 613
哥哥, 613
綜合, 612
架構, 612
本土, 612
感動, 612
取, 612
千, 612
出口, 612
輛, 612
取代, 611
難道, 611
回憶, 610
線, 609
一般人, 609
假, 609
不用, 609
旅行, 609
知名, 607
顏色, 607
咖啡, 607
始終, 607
退休, 605
一致, 605
想起, 605
裏, 605
出國, 604
超越, 604
事物, 604
呼籲, 604
機器, 603
身分, 603
量, 603
店, 602
照, 602
建, 602
失敗, 602
病患, 602
進而, 601
不幸, 601
宣布, 601
北市, 600
財產, 600
形容, 599
絕不, 599
提昇, 598
指示, 598
輕, 597
造型, 597
菜, 597
自動, 597
多媒體, 597
其它, 596
飲食, 596
症狀, 596
事務, 594
體制, 594
改, 594
花蓮, 594
停, 594
熱情, 593
統治, 592
台灣人, 592
停止, 591
場所, 591
主人, 591
遭到, 590
雙, 590
河川, 590
就業, 590
人人, 589
整理, 589
身為, 589
當天, 588
有意, 587
留, 587
財政部, 587
便是, 586
害怕, 586
特質, 585
背後, 585
年代, 585
論文, 584
予以, 584
行程, 584
徹底, 584
從此, 583
激烈, 583
看起來, 582
意願, 582
藝術家, 582
師生, 582
密切, 581
彈性, 580
清, 579
教材, 579
多半, 579
持, 578
付出, 578
嚴格, 578
年紀, 578
走到, 578
副, 576
認真, 575
海洋, 575
面前, 575
專輯, 575
測試, 574
東方, 574
古, 573
陳水扁, 572
平衡, 571
黃, 571
碰到, 570
認知, 570
痛, 570
拍攝, 569
組合, 569
保證, 569
杯, 569
戰, 568
廠, 568
不得不, 567
親自, 567
市府, 567
負責人, 566
候選人, 566
家族, 566
相處, 566
小孩子, 566
十一月, 566
那時, 565
物, 565
嘴, 565
幫忙, 564
外交, 564
韓國, 563
單純, 563
輕鬆, 563
含, 562
檔案, 562
展示, 562
特定, 562
分享, 562
皮膚, 561
車子, 560
顧客, 560
科學家, 559
初步, 559
公布, 559
收藏, 559
冠軍, 559
高級, 559
抱, 559
輸入, 558
喜愛, 558
眼光, 558
球, 558
證券, 558
筆者, 557
保育, 556
床, 556
寫作, 556
教練, 556
勞動, 555
偉大, 555
違反, 555
等於, 555
短期, 554
暫時, 554
西, 554
媽, 554
法院, 554
便宜, 553
舞台, 553
先進, 552
島, 552
養, 552
研討會, 551
極為, 551
一路, 550
出生, 549
足夠, 549
等到, 549
妹妹, 548
教育局, 548
化學, 547
玻璃, 547
龐大, 547
感謝, 546
中間, 546
屋, 545
十一, 544
財務, 544
優勢, 544
東, 544
看出, 543
競爭力, 543
節, 542
排, 542
更為, 542
指標, 541
情, 541
十八, 541
背, 541
行業, 541
華人, 540
大人, 540
沒想到, 540
層次, 539
展出, 539
民意, 539
懂得, 539
陪, 539
天空, 539
初期, 539
資產, 538
供應, 538
英雄, 538
臺北, 538
拉, 538
美好, 537
議員, 537
不良, 537
修, 537
飛, 537
占, 537
式, 536
７, 536
預防, 535
論, 535
身心, 535
做法, 533
冷, 533
旅, 532
亂, 532
營業, 532
小小, 532
票, 532
緊急, 532
廚房, 531
急, 531
十六, 530
生涯, 530
就是說, 530
毛, 530
公主, 530
決策, 529
之所以, 529
客人, 529
漫畫, 529
有沒有, 528
預估, 528
武器, 527
從小, 527
就算, 527
預定, 526
