決定, VE, 3386
任何, Neqa, 3383
單位, Na, 3374
喜歡, VK, 3368
相當, Dfa, 3366
經驗, Na, 3363
條, Nf, 3345
能力, Na, 3341
書, Na, 3338
參加, VC, 3334
十, Neu, 3330
當然, D, 3316
資訊, Na, 3316
場, Nf, 3315
相關, VH, 3294
情況, Na, 3290
家, Nf, 3289
增加, VHC, 3272
件, Nf, 3268
研究, Nv, 3258
個人, Nh, 3245
來, Ng, 3236
接受, VC, 3219
見, VE, 3211
業者, Na, 3184
時代, Na, 3168
完成, VC, 3150
朋友, Na, 3148
六, Neu, 3136
自, P, 3107
人類, Na, 3084
以, Cbb, 3081
完全, D, 3075
臺灣, Nc, 3074
多, D, 3067
聽, VE, 3065
過程, Na, 3058
半, Neqa, 3047
了解, VK, 3040
要求, VF, 3036
找, VC, 3036
帶, VC, 3029
然而, Cbb, 3002
手, Na, 2996
至於, P, 2996
怎麼, D, 2996
至, Caa, 2992
誰, Nh, 2981
外, Ncd, 2973
去, VCL, 2972
作, VC, 2969
家庭, Na, 2968
均, D, 2950
計畫, Na, 2949
部分, Neqa, 2946
身, Na, 2935
能夠, D, 2927
為了, P, 2927
事實, Na, 2906
女人, Na, 2897
產生, VHC, 2894
主要, A, 2888
東西, Na, 2887
處理, VC, 2862
利用, VC, 2861
方法, Na, 2861
透過, P, 2851
知, VK, 2840
同學, Na, 2821
為什麼, D, 2815
內容, Na, 2785
服務, VC, 2785
容易, VH, 2777
講, VE, 2774
媽媽, Na, 2774
用, VC, 2771
寫, VC, 2740
愛, VL, 2736
進入, VCL, 2734
運動, Na, 2725
強調, VE, 2724
精神, Na, 2724
錢, Na, 2709
水, Na, 2704
前, Nes, 2698
整, Neqa, 2682
組織, Na, 2667
具有, VJ, 2664
一般, A, 2661
因, P, 2661
選擇, VC, 2642
會議, Na, 2641
在, D, 2639
打, VC, 2637
且, Cbb, 2631
受到, VJ, 2626
真, D, 2612
內, Ng, 2609
例如, P, 2588
難, VH, 2586
傳統, VH, 2580
政策, Na, 2576
間, Ng, 2575
看, VE, 2573
於是, Cbb, 2567
學習, VC, 2562
影響, Na, 2557
一切, Neqa, 2554
面對, VC, 2550
你們, Nh, 2549
別人, Nh, 2545
尤其, D, 2543
功能, Na, 2539
如此, VH, 2535
些, Nf, 2529
設計, Na, 2521
依, P, 2505
長, VH, 2504
建立, VC, 2501
得, D, 2499
成, VG, 2497
段, Nf, 2485
獲得, VJ, 2480
成立, VC, 2473
原因, Na, 2472
結果, Na, 2468
教授, Na, 2466
下, Ncd, 2465
點, Nf, 2465
那, Dk, 2464
連, Cbb, 2460
根據, P, 2454
經, P, 2451
意義, Na, 2449
告訴, VE, 2432
解決, VC, 2430
繼續, VF, 2429
現象, Na, 2428
買, VC, 2420
造成, VK, 2420
電影, Na, 2419
隻, Nf, 2415
行為, Na, 2413
共同, A, 2408
存在, VA, 2403
分, Nf, 2400
音樂, Na, 2397
或是, Caa, 2396
起來, Di, 2395
昨日, Nd, 2395
另外, Cbb, 2394
您, Nh, 2391
所謂, VK, 2386
總統, Na, 2383
主義, Na, 2382
資源, Na, 2367
參與, VC, 2359
產業, Na, 2356
我國, Nc, 2345
下, Nes, 2340
起, Ng, 2336
故事, Na, 2335
事件, Na, 2332
有關, VJ, 2331
後來, Nd, 2329
事情, Na, 2328
某, Nes, 2324
台, Nc, 2322
建築, Na, 2321
醫院, Nc, 2320
似乎, D, 2314
工作, VA, 2314
得到, VJ, 2310
最近, Nd, 2308
影響, VC, 2306
沒, VJ, 2292
往, P, 2290
張, Nf, 2290
受, P, 2289
呀, T, 2287
合作, VH, 2286
科學, Na, 2284
真的, D, 2283
過, VCL, 2273
成長, VH, 2271
身體, Na, 2253
雖, Cbb, 2251
極, Dfa, 2249
討論, VE, 2245
銀行, Nc, 2244
道, VE, 2238
校, Nc, 2233
給, P, 2228
類, Nf, 2220
父母, Na, 2218
人士, Na, 2209
經過, VCL, 2208
改變, VC, 2208
語言, Na, 2204
目標, Na, 2204
團體, Na, 2190
中央, Nc, 2187
幾乎, Da, 2187
廠商, Na, 2186
嚴重, VH, 2181
母親, Na, 2181
媒體, Na, 2178
相信, VK, 2171
情形, Na, 2162
那些, Neqa, 2162
僅, Da, 2161
文學, Na, 2158
自我, Nh, 2152
在, VCL, 2145
該, D, 2142
觀念, Na, 2137
擁有, VJ, 2130
變成, VG, 2128
科技, Na, 2127
直接, VH, 2122
之, Nh, 2119
舉行, VC, 2111
快, VH, 2109
制度, Na, 2099
即使, Cbb, 2097
配合, VC, 2087
女, Na, 2078
使得, VL, 2070
針對, P, 2068
投資, VC, 2068
此外, Cbb, 2058
又, Caa, 2055
七, Neu, 2050
價值, Na, 2048
只是, D, 2045
成功, VH, 2043
好像, D, 2042
香港, Nc, 2038
一起, D, 2038
委員會, Nc, 2037
第三, Neu, 2036
路, Na, 2036
不但, Cbb, 2030
當, VG, 2028
人民, Na, 2016
部份, Neqa, 2010
代表, Na, 2010
之外, Ng, 2008
態度, Na, 2008
前, Ncd, 2002
不斷, D, 2001
經營, VC, 1999
中共, Nb, 1991
不少, Neqa, 1990
作為, VG, 1989
人生, Na, 1987
引起, VC, 1984
男人, Na, 1983
標準, Na, 1982
具, VJ, 1981
十分, Dfa, 1978
形成, VG, 1978
這裡, Ncd, 1978
需求, Na, 1974
句, Nf, 1964
父親, Na, 1962
同, Nes, 1957
新聞, Na, 1952
民間, Nc, 1951
土地, Na, 1949
放, VC, 1946
老, VH, 1946
坐, VA, 1944
而是, Cbb, 1933
造成, VG, 1931
課程, Na, 1930
推出, VC, 1929
八, Neu, 1927
工程, Na, 1927
不僅, Cbb, 1920
人們, Na, 1916
本身, Nh, 1915
公園, Nc, 1914
事業, Na, 1911
推動, VC, 1907
舉辦, VC, 1905
並且, Cbb, 1904
死, VH, 1902
自然, Na, 1897
邊, Ncd, 1891
小時, Na, 1891
片, Nf, 1891
辦法, Na, 1888
通過, VC, 1884
電話, Na, 1883
意見, Na, 1882
負責, VL, 1882
注意, VK, 1880
顯示, VK, 1876
教育部, Nc, 1871
感覺, Na, 1870
支持, VC, 1866
只有, D, 1864
規定, Na, 1863
的話, Cba, 1862
壓力, Na, 1861
聲音, Na, 1861
值得, VH, 1858
行動, Na, 1858
出, VC, 1857
民國, Nd, 1856
表現, VC, 1856
受, VJ, 1855
管理, VC, 1854
全球, Nc, 1852
實際, VH, 1848
低, VH, 1847
努力, VH, 1835
以上, Ng, 1835
角色, Na, 1834
超過, VJ, 1834
開, VC, 1826
學, VC, 1825
積極, VH, 1824
條件, Na, 1823
婦女, Na, 1822
曾經, D, 1822
專業, VH, 1821
品質, Na, 1820
或者, Caa, 1819
終於, D, 1812
動物, Na, 1809
基本, A, 1806
達到, VJ, 1806
目的, Na, 1806
效果, Na, 1800
安全, VH, 1799
小朋友, Na, 1794
皆, D, 1789
下午, Nd, 1788
知識, Na, 1786
開發, VC, 1785
言, VE, 1781
狀況, Na, 1779
喝, VC, 1770
字, Na, 1768
屬於, VG, 1764
結構, Na, 1762
性, Na, 1757
來, T, 1748
程度, Na, 1746
座, Nf, 1744
本, Nf, 1741
原住民, Na, 1739
開始, VH, 1732
以後, Ng, 1732
逐漸, D, 1726
電視, Na, 1725
達, VJ, 1724
敢, VL, 1724
出來, VA, 1722
上, Nes, 1719
學者, Na, 1711
避免, VE, 1709
分別, D, 1708
１, Neu, 1708
部, Nf, 1706
啦, T, 1703
開放, VC, 1702
考慮, VE, 1701
報導, VE, 1700
那麼, D, 1697
不再, D, 1694
台北市, Nc, 1692
就, P, 1686
階段, Na, 1682
般, Ng, 1682
車, Na, 1681
久, VH, 1681
塊, Nf, 1678
重新, D, 1669
爸爸, Na, 1669
實在, D, 1668
也許, D, 1667
有的, Neqa, 1667
清楚, VH, 1666
健康, VH, 1660
臉, Na, 1658
正式, VH, 1657
感到, VK, 1656
願意, VK, 1652
拿, VC, 1650
來自, VJ, 1646
除, P, 1642
宗教, Na, 1638
那麼, Dk, 1637
說明, VE, 1634
加上, Cbb, 1634
她們, Nh, 1634
訓練, Na, 1631
軟體, Na, 1629
據, P, 1629
國小, Nc, 1628
機構, Na, 1626
小孩, Na, 1625
談, VE, 1621
申請, VF, 1619
原本, D, 1613
好, Dfa, 1613
因素, Na, 1611
一點, Neqa, 1611
常常, D, 1610
協助, VC, 1607
美元, Nf, 1607
都市, Na, 1605
怕, VK, 1605
國民黨, Nb, 1605
心理, Na, 1602
專家, Na, 1600
法, Na, 1597
套, Nf, 1594
維持, VJ, 1593
反而, Cbb, 1591
行政, Na, 1587
不可, D, 1586
教師, Na, 1586
設備, Na, 1583
頭, Na, 1580
設計, VC, 1579
警方, Na, 1577
方向, Na, 1576
小說, Na, 1576
總是, D, 1572
２, Neu, 1571
多少, Neqa, 1568
這麼, D, 1568
持續, VL, 1568
力量, Na, 1567
隨著, P, 1564
前往, VCL, 1564
電子, Na, 1558
價格, Na, 1557
醫師, Na, 1554
仍然, D, 1550
減少, VHC, 1549
意識, Na, 1547
以來, Ng, 1545
附近, Nc, 1544
剛, D, 1542
記者, Na, 1539
主管, Na, 1536
當地, Nc, 1535
期間, Na, 1528
實施, VC, 1527
人物, Na, 1526
加入, VC, 1525
擔任, VG, 1522
經常, D, 1520
領域, Na, 1519
大量, Neqa, 1518
小組, Na, 1518
之前, Ng, 1517
３, Neu, 1517
簡單, VH, 1515
明顯, VH, 1514
結果, Dk, 1514
對象, Na, 1512
份, Nf, 1511
報告, Na, 1511
如, Cbb, 1509
比賽, Na, 1507
交通, Na, 1500
一下, Nd, 1498
主任, Na, 1497
嗯, I, 1497
愈, D, 1495
計劃, Na, 1488
充滿, VJ, 1487
社區, Nc, 1487
以為, VE, 1483
往往, D, 1479
作業, Na, 1479
建設, Na, 1476
以前, Nd, 1475
經費, Na, 1474
取得, VC, 1472
快樂, VH, 1471
改善, VC, 1470
建議, VE, 1467
中華, Nc, 1466
越, D, 1465
找到, VC, 1465
晚上, Nd, 1464
根本, D, 1464
員工, Na, 1462
校園, Nc, 1459
行政院, Nc, 1458
度, Nf, 1454
特殊, VH, 1453
結束, VHC, 1452
有效, VH, 1451
節目, Na, 1449
兒童, Na, 1444
回到, VCL, 1443
思想, Na, 1442
重視, VJ, 1442
年輕, VH, 1441
形式, Na, 1439
通常, D, 1438
應用, Na, 1437
站, VA, 1437
玩, VC, 1437
治療, VC, 1437
溝通, VC, 1436
住, VCL, 1434
北京, Nc, 1432
處, Nc, 1432
進一步, D, 1431
理論, Na, 1430
保護, VC, 1427
雙方, Nh, 1426
規劃, VC, 1423
消費者, Na, 1423
現場, Nc, 1422
原則, Na, 1422
興趣, Na, 1418
從事, VJ, 1417
亞洲, Nc, 1413
兩岸, Nc, 1413
否則, Cbb, 1411
教學, VA, 1410
早, D, 1409
結合, VHC, 1408
認識, VJ, 1407
真正, D, 1405
共, Da, 1405
特色, Na, 1405
為主, VI, 1403
主要, D, 1402
到, Caa, 1400
責任, Na, 1396
公共, A, 1396
至少, Da, 1396
離開, VC, 1395
服務, Nv, 1390
時期, Na, 1388
幫助, VC, 1379
底, Ng, 1379
或許, D, 1379
變化, Na, 1378
廣告, Na, 1377
山, Na, 1376
民族, Na, 1375
美麗, VH, 1375
金融, Na, 1366
工業, Na, 1365
官員, Na, 1360
願, VK, 1356
笑, VA, 1355
對方, Nh, 1354
範圍, Na, 1353
自然, D, 1352
大眾, Nh, 1349
歡迎, VJ, 1344
協會, Nc, 1344
眼, Na, 1343
更多, Neqa, 1342
自由, VH, 1342
非, D, 1342
旁, Ncd, 1342
台大, Nc, 1341
只是, Cbb, 1338
少, VH, 1337
彼此, Nh, 1336
而, Caa, 1335
家長, Na, 1335
正在, D, 1334
呈現, VJ, 1333
在於, VK, 1333
回來, VA, 1332
業務, Na, 1331
基礎, Na, 1330
供, VF, 1327
女兒, Na, 1326
眼睛, Na, 1325
上, VCL, 1324
校長, Na, 1322
觀察, VE, 1319
整體, Na, 1317
歐洲, Nc, 1316
等等, Cab, 1315
鼓勵, VF, 1311
英國, Nc, 1310
總, D, 1307
而已, T, 1307
演出, VC, 1307
唯一, A, 1307
安排, VE, 1306
代, Na, 1306
學術, Na, 1305
擔心, VK, 1304
感情, Na, 1303
缺乏, VJ, 1301
有時, D, 1300
西方, Ncd, 1300
得, VJ, 1295
兒子, Na, 1294
左右, Ng, 1293
發表, VC, 1292
送, VD, 1291
民進黨, Nb, 1291
提高, VC, 1290
研究所, Nc, 1289
分析, VC, 1288
獨立, VH, 1287
不論, Cbb, 1283
心情, Na, 1283
起, Di, 1278
生, VC, 1276
而言, Ng, 1274
類似, VG, 1273
突然, D, 1272
機關, Na, 1271
展開, VC, 1271
加強, VC, 1270
帶來, VC, 1270
分鐘, Nf, 1269
病人, Na, 1267
詩, Na, 1267
發揮, VJ, 1266
高雄, Nc, 1266
導致, VL, 1265
老人, Na, 1264
須, D, 1263
創作, VC, 1263
首先, D, 1260
委員, Na, 1259
上午, Nd, 1256
永遠, D, 1255
中國人, Na, 1255
運用, VC, 1253
豐富, VHC, 1252
明年, Nd, 1252
竟, D, 1252
平均, VH, 1251
遠, VH, 1251
不管, Cbb, 1250
措施, Na, 1250
不足, VH, 1249
聽到, VE, 1249
真正, A, 1249
原來, D, 1249
到底, D, 1248
群, Nf, 1246
表達, VC, 1244
深, VH, 1241
控制, VC, 1241
集團, Na, 1240
去, T, 1239
反應, Na, 1239
死亡, VH, 1239
之下, Ng, 1238
國外, Nc, 1233
遊戲, Na, 1233
畢業, VH, 1230
地位, Na, 1229
動作, Na, 1229
情緒, Na, 1228
流行, VH, 1227
牠, Nh, 1225
成績, Na, 1222
裡面, Ncd, 1220
工具, Na, 1220
肯定, VK, 1219
成本, Na, 1218
人口, Na, 1217
智慧, Na, 1216
戰爭, Na, 1216
適合, VH, 1215
系列, Na, 1211
頗, Dfa, 1211
面臨, VK, 1209
吸引, VJ, 1207
觀眾, Na, 1205
立委, Na, 1205
國中, Nc, 1202
間, Ncd, 1200
案, Na, 1199
人才, Na, 1197
同樣, VH, 1197
主題, Na, 1197
門, Na, 1197
追求, VC, 1196
法律, Na, 1194
加以, D, 1194
男性, Na, 1193
執行, VC, 1190
如今, Nd, 1189
採取, VC, 1188
強, VH, 1183
分, VC, 1183
穿, VC, 1181
公尺, Nf, 1181
支, Nf, 1177
調查, VE, 1176
正常, VH, 1175
方案, Na, 1174
辦理, VC, 1173
文字, Na, 1173
回家, VA, 1172
教, VC, 1171
不必, D, 1171
代表, VK, 1170
照顧, VC, 1169
作用, Na, 1166
要, VC, 1165
表現, Na, 1165
活, VH, 1163
遭, P, 1162
利益, Na, 1162
相同, VH, 1159
美, Nc, 1158
想要, VE, 1158
危機, Na, 1156
模式, Na, 1155
尚, D, 1154
二十, Neu, 1153
選舉, Na, 1153
日, Nf, 1151
看見, VE, 1150
九, Neu, 1147
學院, Nc, 1146
層, Nf, 1145
正確, VH, 1144
同意, VK, 1142
嘛, T, 1142
之中, Ng, 1142
例, Na, 1138
難以, D, 1138
限制, Na, 1137
全部, Neqa, 1136
不錯, VH, 1136
股, Nf, 1135
符合, VJ, 1135
採用, VC, 1135
因而, Cbb, 1134
數, Neu, 1134
篇, Nf, 1132
風格, Na, 1131
叫, VG, 1130
黨, Na, 1130
傳統, Na, 1127
高中, Nc, 1127
花, VC, 1127
看法, Na, 1126
關心, VK, 1125
海, Na, 1124
日前, Nd, 1124
讀, VC, 1123
別, D, 1123
策略, Na, 1122
讀者, Na, 1120
重點, Na, 1119
直到, P, 1119
失去, VJ, 1117
男, Na, 1116
爭取, VC, 1113
需, D, 1113
基金會, Nc, 1110
屬, VG, 1108
反對, VE, 1108
保持, VJ, 1106
擴大, VC, 1106
製造, VC, 1106
法國, Nc, 1103
省, Nc, 1103
當年, Nd, 1101
生態, Na, 1100
角度, Na, 1098
觀點, Na, 1097
今, Nd, 1097
居民, Na, 1097
有些, Neqa, 1097
尚未, D, 1095
季, Nd, 1094
族群, Na, 1093
立即, D, 1092
賣, VD, 1092
介紹, VE, 1091
大概, D, 1091
競爭, Na, 1090
絕對, D, 1089
一旦, Cbb, 1089
製作, VC, 1088
它們, Nh, 1088
的確, D, 1087
即將, D, 1087
食物, Na, 1086
４, Neu, 1085
聯盟, Na, 1084
故, Cbb, 1081
比例, Na, 1080
生物, Na, 1079
確定, VK, 1079
何, Nes, 1078
邀請, VC, 1077
部門, Na, 1077
投入, VC, 1074
小姐, Na, 1072
在一起, VH, 1072
社團, Na, 1068
生產, VC, 1066
創造, VC, 1065
重大, VH, 1063
太太, Na, 1062
屆, Nf, 1061
汽車, Na, 1060
公開, VHC, 1060
指, VG, 1056
調查, Nv, 1055
人數, Na, 1054
只好, D, 1054
等, VC, 1051
印象, Na, 1051
以後, Nd, 1050
立場, Na, 1050
實驗, Na, 1049
醫學, Na, 1047
記得, VK, 1045
步, Nf, 1045
發展, Nv, 1044
回, VCL, 1044
近, Nes, 1043
靠, P, 1043
強烈, VH, 1042
掌握, VC, 1042
森林, Na, 1041
博物館, Nc, 1040
將來, Nd, 1039
高興, VK, 1039
發展, Na, 1037
要求, Na, 1036
規定, VE, 1035
想到, VE, 1035
個, Di, 1035
加, VC, 1034
現實, Na, 1034
心靈, Na, 1034
各, D, 1033
現代, VH, 1033
規模, Na, 1033
調整, VC, 1032
替, P, 1030
基金, Na, 1029
日子, Na, 1029
內部, Ncd, 1026
可能, VH, 1026
做為, VG, 1025
佔, VJ, 1024
稱, VG, 1024
普遍, VH, 1023
視為, VG, 1022
青少年, Na, 1022
非, VG, 1021
消息, Na, 1021
具體, VH, 1020
客戶, Na, 1017
商業, Na, 1016
理由, Na, 1011
權利, Na, 1011
週, Nf, 1010
茶, Na, 1010
少年, Na, 1010
較, P, 1009
上海, Nc, 1008
欣賞, VJ, 1007
組成, VG, 1006
今日, Nd, 1006
十二, Neu, 1005
到, VC, 1005
降低, VHC, 1005
採, VC, 1004
股市, Nc, 1004
白, VH, 1003
舊, VH, 1002
做, VG, 1002
差異, Na, 1000
召開, VC, 998
顆, Nf, 998
婚姻, Na, 998
首, Nf, 997
三十, Neu, 996
位於, VCL, 996
慢慢, VH, 996
院, Nc, 995
權力, Na, 995
哪, Nep, 995
完整, VH, 993
倍, Na, 992
有點, Dfa, 992
謝謝, VJ, 991
文, Na, 991
複雜, VH, 990
成果, Na, 986
困難, VH, 986
速度, Na, 986
道路, Na, 984
期, Nf, 983
雜誌, Na, 983
習慣, Na, 981
疾病, Na, 981
遊客, Na, 981
預算, Na, 979
且, Caa, 979
順利, VH, 978
準備, VF, 978
留下, VC, 977
儘管, Cbb, 976
給予, VD, 975
只有, Cbb, 975
要, VE, 975
新加坡, Nc, 974
主動, VH, 974
東尼, Nb, 974
近年, Nd, 973
解釋, VE, 971
換, VC, 971
上述, Na, 968
重, VH, 967
破壞, VC, 967
本來, D, 967
費用, Na, 966
勞工, Na, 966
非, A, 965
家人, Na, 965
理念, Na, 964
尊重, VJ, 964
九月, Nd, 963
出版, VC, 962
夠, VH, 962
民主, Na, 961
滿足, VHC, 961
準備, VC, 961
立刻, D, 961
水準, Na, 959
信仰, Na, 959
評估, VE, 959
公里, Nf, 959
啊, I, 959
那裡, Ncd, 957
差, VH, 957
說法, Na, 956
樹, Na, 955
確實, D, 954
再度, D, 954
道德, Na, 953
酒, Na, 952
資金, Na, 952
青年, Na, 951
趨勢, Na, 950
女孩, Na, 950
地點, Na, 949
接觸, VC, 949
批, Nf, 949
高達, VJ, 949
七月, Nd, 948
無論, Cbb, 948
項目, Na, 947
達成, VC, 947
享受, VJ, 947
說話, VA, 945
愛, Na, 945
記憶, Na, 945
醫生, Na, 945
魚, Na, 945
成員, Na, 944
多, Neqb, 942
商品, Na, 940
幫, P, 940
長期, Na, 939
互相, D, 939
醫療, VC, 939
瞭解, VK, 938
形象, Na, 938
如此, Dfa, 937
係, VG, 936
一般, D, 936
最佳, A, 934
自行, D, 933
為何, D, 932
快速, VH, 931
聲, Nf, 931
關於, P, 930
購買, VC, 929
紅, VH, 929
思考, VE, 929
顯然, D, 928
加上, VC, 927
究竟, D, 926
紀錄, Na, 925
求, VC, 925
赴, VCL, 924
選, VC, 924
回答, VE, 923
方便, VH, 923
欲, VK, 922
背景, Na, 922
至今, D, 920
貿易, Na, 920
中華民國, Nc, 918
反, VC, 918
５, Neu, 917
考試, Na, 915
多, Dfa, 914
檢查, VE, 914
第四, Neu, 913
這時, Nd, 912
女子, Na, 910
藉, P, 908
房子, Na, 908
必, D, 907
環保, Na, 906
男女, Na, 906
德國, Nc, 904
早已, D, 904
表演, VC, 904
初, Ng, 903
來到, VCL, 901
有限, VH, 900
氣氛, Na, 900
訊息, Na, 900
變, VH, 899
狀態, Na, 898
不可能, D, 897
動, VAC, 896
作家, Na, 895
合理, VH, 894
堅持, VK, 894
開放, VH, 894
概念, Na, 894
想法, Na, 891
八月, Nd, 891
結婚, VA, 888
李, Nb, 887
需, VK, 887
提升, VC, 887
現代, Nd, 887
圖, Na, 886
獲, VJ, 885
照片, Na, 885
百, Neu, 883
夢, Na, 883
英語, Na, 882
意思, Na, 882
選手, Na, 880
需要, Na, 878
課, Na, 877
生產, Nv, 877
馬上, D, 876
管理, Na, 876
真是, D, 876
新竹, Nc, 875
少數, Neqa, 875
拍, VC, 875
佛教, Nb, 875
整個, Neqa, 875
室, Nc, 872
有所, VJ, 871
穩定, VHC, 871
氣, Na, 869
六月, Nd, 868
預計, VE, 868
多數, Neqa, 868
五月, Nd, 867
子女, Na, 867
會, Na, 867
自由, Na, 867
英文, Na, 866
某些, Neqa, 864
回, Nf, 864
越來越, Dfa, 864
當中, Ng, 863
博士, Na, 862
大約, Da, 862
校方, Na, 862
紛紛, D, 862
夜, Nd, 861
三月, Nd, 860
充分, VH, 860
